instance,method,args
152 20 0 447 2413 2247 652 459 592 1028 1302 2503 2070 991 2486 83 1060 369 2453 1188 602 396 390 1087 2582 2704 1591 2054 2567 1061 224 2453 5 2260 55 1084 2131 1433 2470 1175 1908 959 271,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
152 20 0 447 2413 2247 652 459 592 1028 1302 2503 2070 991 2486 83 1060 369 2453 1188 602 396 390 1087 2582 2704 1591 2054 2567 1061 224 2453 5 2260 55 1084 2131 1433 2470 1175 1908 959 271,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
152 20 0 447 2413 2247 652 459 592 1028 1302 2503 2070 991 2486 83 1060 369 2453 1188 602 396 390 1087 2582 2704 1591 2054 2567 1061 224 2453 5 2260 55 1084 2131 1433 2470 1175 1908 959 271,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
152 20 0 447 2413 2247 652 459 592 1028 1302 2503 2070 991 2486 83 1060 369 2453 1188 602 396 390 1087 2582 2704 1591 2054 2567 1061 224 2453 5 2260 55 1084 2131 1433 2470 1175 1908 959 271,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
153 20 0 1357 1117 842 2606 86 2462 504 75 1321 2340 420 1108 1232 795 976 1011 271 20 277 1286 615 52 934 2005 1821 339 2014 2748 108 2458 50 1384 1806 1977 290 2312 1434 1943 744 1007,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
153 20 0 1357 1117 842 2606 86 2462 504 75 1321 2340 420 1108 1232 795 976 1011 271 20 277 1286 615 52 934 2005 1821 339 2014 2748 108 2458 50 1384 1806 1977 290 2312 1434 1943 744 1007,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
153 20 0 1357 1117 842 2606 86 2462 504 75 1321 2340 420 1108 1232 795 976 1011 271 20 277 1286 615 52 934 2005 1821 339 2014 2748 108 2458 50 1384 1806 1977 290 2312 1434 1943 744 1007,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
153 20 0 1357 1117 842 2606 86 2462 504 75 1321 2340 420 1108 1232 795 976 1011 271 20 277 1286 615 52 934 2005 1821 339 2014 2748 108 2458 50 1384 1806 1977 290 2312 1434 1943 744 1007,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
154 20 0 1839 1605 1297 937 2193 1113 422 763 1691 1512 2344 1623 74 542 1085 190 1208 1079 1833 1605 130 1461 83 645 1963 934 1260 1960 485 1178 354 2503 73 1907 1267 881 1667 2075 1315 1025,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
154 20 0 1839 1605 1297 937 2193 1113 422 763 1691 1512 2344 1623 74 542 1085 190 1208 1079 1833 1605 130 1461 83 645 1963 934 1260 1960 485 1178 354 2503 73 1907 1267 881 1667 2075 1315 1025,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
154 20 0 1839 1605 1297 937 2193 1113 422 763 1691 1512 2344 1623 74 542 1085 190 1208 1079 1833 1605 130 1461 83 645 1963 934 1260 1960 485 1178 354 2503 73 1907 1267 881 1667 2075 1315 1025,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
154 20 0 1839 1605 1297 937 2193 1113 422 763 1691 1512 2344 1623 74 542 1085 190 1208 1079 1833 1605 130 1461 83 645 1963 934 1260 1960 485 1178 354 2503 73 1907 1267 881 1667 2075 1315 1025,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
155 20 0 129 2743 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353 1552 2698,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
155 20 0 129 2743 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353 1552 2698,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
155 20 0 129 2743 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353 1552 2698,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
155 20 0 129 2743 475 1893 1355 1233 510 635 323 1806 261 1587 1523 2774 11 434 204 2234 1144 1995 728 2384 941 948 427 752 2193 2536 874 2539 267 2293 543 2624 18 2032 227 1353 1552 2698,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
156 20 0 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
156 20 0 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
156 20 0 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
156 20 0 445 2393 1349 2946 774 2602 356 1533 1518 2230 138 146 1567 1501 1023 2095 163 2787 105 2128 233 1431 730 1549 79 1611 723 2490 206 1748 965 641 969 2264 284 1236 942 1813 1796 1032,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
157 20 0 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
157 20 0 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
157 20 0 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
157 20 0 457 1752 425 951 351 769 1556 981 1737 1462 97 373 953 411 1120 226 2278 468 841 1268 1423 954 2177 956 1447 945 160 2496 606 1145 2448 491 861 2462 821 2202 2453 334 2303 1472,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
158 20 0 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
158 20 0 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
158 20 0 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
158 20 0 594 1547 1411 932 413 1843 154 934 416 1457 2280 2527 977 2071 2113 1068 41 762 1103 2662 232 779 1340 2215 1844 1722 144 1680 469 1991 2164 491 761 2534 119 342 412 154 190 2081,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
159 20 0 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
159 20 0 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
159 20 0 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
159 20 0 997 671 510 1303 627 2606 1383 1174 1236 1206 1838 2663 1575 35 297 1562 1699 587 308 897 951 39 337 149 1439 2811 855 2680 2631 2344 1887 872 1974 1674 339 2412 378 2124 197 2219,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
160 20 0 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_bruteforce,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
160 20 0 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_branch_bound,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
160 20 0 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_greedy,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
160 20 0 436 1843 262 2137 1384 1472 1905 2267 1461 1666 868 2658 18 2946 293 910 1334 2757 1231 99 431 994 299 369 442 316 1123 118 101 961 379 370 120 1801 2556 1584 284 49 476 988,solve_dynamic_cost,-I 151 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c uni
161 20 0 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
161 20 0 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
161 20 0 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
161 20 0 679 561 1414 1456 99 161 535 651 398 396 1576 1601 63 214 658 817 47 213 319 384 1010 1148 660 475 872 663 1276 1104 79 34 2126 2080 455 230 872 808 743 625 592 683,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
162 20 0 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
162 20 0 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
162 20 0 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
162 20 0 447 603 2247 2205 459 305 1028 1002 2503 2522 991 1123 83 303 1188 1080 396 203 1087 1225 2704 2706 2054 2122 1061 896 2453 2398 2260 2189 1084 1164 1433 1534 1175 1225 959 791 161 174,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
163 20 0 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
163 20 0 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
163 20 0 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
163 20 0 842 1001 86 272 504 266 1321 1415 420 352 1232 1148 976 910 271 1 277 238 615 385 934 1004 1821 1730 2014 2096 108 293 50 27 1806 1844 290 437 1434 1480 744 670 338 587,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
164 20 0 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
164 20 0 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
164 20 0 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
164 20 0 913 1000 1839 1847 1297 1233 2193 2172 422 295 1691 1692 2344 2349 74 155 1502 1526 493 514 130 122 83 160 1260 1313 485 431 354 531 73 153 1267 1196 1667 1719 1315 1262 475 541,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
165 20 0 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
165 20 0 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
165 20 0 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
165 20 0 164 387 1355 1325 510 366 323 378 261 277 1523 1648 11 143 5 91 767 598 1006 1202 728 862 941 866 427 299 2193 2249 874 1022 267 412 543 727 18 124 227 199 1552 1668,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
166 20 0 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
166 20 0 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
166 20 0 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
166 20 0 445 597 1349 1508 774 938 356 362 1518 1590 138 126 1023 1101 163 406 105 226 233 221 730 737 79 100 723 873 206 252 965 848 969 1072 284 236 942 985 1796 1758 2207 2230,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
167 20 0 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
167 20 0 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
167 20 0 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
167 20 0 425 331 351 222 1556 1506 1737 1733 97 203 1775 1806 1684 1596 60 189 1267 1276 1655 1620 262 521 2177 2147 1447 1389 160 349 606 550 2448 2411 861 999 821 923 2453 2410 2303 2302,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
168 20 0 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
168 20 0 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
168 20 0 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
168 20 0 594 602 1411 1351 413 472 154 47 416 408 2280 2329 977 1054 2113 2088 41 120 232 99 1340 1419 1844 1861 144 178 469 551 2164 2108 761 915 119 328 762 544 1860 1854 190 298,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
169 20 0 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
169 20 0 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
169 20 0 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
169 20 0 997 886 510 477 627 802 1383 1347 1236 1201 1838 1928 1575 1436 297 308 1699 1619 308 199 951 751 337 97 1439 1576 855 1023 2631 2652 1887 1840 1974 1986 339 500 378 487 197 331,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
170 20 0 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_bruteforce,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
170 20 0 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_branch_bound,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
170 20 0 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_greedy,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
170 20 0 436 494 262 378 1384 1381 1905 1961 1461 1478 868 1033 18 305 293 186 1334 1473 1231 1066 431 344 299 95 442 240 1123 950 101 317 1622 1650 2556 2559 284 21 476 390 192 378,solve_dynamic_cost,-I 161 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c corr
171 20 0 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_bruteforce,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
171 20 0 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_branch_bound,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
171 20 0 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_greedy,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
171 20 0 679 911 133 420 99 389 398 658 1509 1658 63 357 658 892 478 730 2304 2374 1010 1209 465 718 919 1127 872 1085 1845 1961 79 371 676 909 455 709 603 843 537 783 1282 1454,solve_dynamic_cost,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
172 20 0 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_bruteforce,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
172 20 0 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_branch_bound,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
172 20 0 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_greedy,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
172 20 0 377 639 1105 1295 592 833 931 1138 447 703 588 829 459 713 1467 1620 2503 2553 931 1138 938 1144 83 375 1941 2047 1188 1369 688 919 518 766 1087 1278 419 677 150 435 302 572,solve_dynamic_cost,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
173 20 0 2704 2734 1410 1569 596 836 1061 1255 2071 2164 2455 2510 2260 2334 1433 1590 531 778 959 1163 1357 1521 86 377 539 785 2914 2923 1321 1489 661 895 290 561 839 1055 756 980 1483 1635,solve_bruteforce,-I 171 -N 10 -n 20 -W 3000 -C 3000 -w light -m 0.0 -c strong
